x0,x1,x2,mean,std,min,max,count,sig_digits
-10.0,0.0,0.0,2.269946e-05,4.8989794854111146e-11,2.26994e-05,2.26995e-05,10,5.665909904993826
-9.5,0.0,0.0,3.74245e-05,0.0,3.74245e-05,3.74245e-05,10,7.224719895935548
-9.0,0.0,0.0,6.170111e-05,2.99999999980329e-11,6.17011e-05,6.17012e-05,10,6.313171722349166
-8.5,0.0,0.0,0.000101724,0.0,0.000101724,0.000101724,10,7.224719895935548
-8.0,0.0,0.0,0.000167703,0.0,0.000167703,0.000167703,10,7.224719895935548
-7.5,0.0,0.0,0.000276466,0.0,0.000276466,0.000276466,10,7.224719895935548
-7.0,0.0,0.0,0.000455733,0.0,0.000455733,0.000455733,10,7.224719895935548
-6.5,0.0,0.0,0.0007511549,3.0000000000472356e-10,0.000751154,0.000751155,10,6.398608249892146
-6.0,0.0,0.0,0.00123784,0.0,0.00123784,0.00123784,10,7.224719895935548
-5.5,0.0,0.0,0.0020392200000000004,4.336808689942018e-19,0.00203922,0.00203922,10,7.224719895935548
-5.0,0.0,0.0,0.0033576599999999997,4.336808689942018e-19,0.00335766,0.00335766,10,7.224719895935548
-4.5,0.0,0.0,0.005523818,3.999999999976245e-09,0.00552381,0.00552382,10,6.1401793695845
-4.0,0.0,0.0,0.009074715,4.999999999970306e-09,0.00907471,0.00907472,10,6.2588629901602815
-3.5,0.0,0.0,0.014874099999999998,1.734723475976807e-18,0.0148741,0.0148741,10,7.224719895935548
-3.0,0.0,0.0,0.0242889,0.0,0.0242889,0.0242889,10,7.224719895935548
-2.5,0.0,0.0,0.039424400000000005,6.938893903907228e-18,0.0394244,0.0394244,10,7.224719895935548
-2.0,0.0,0.0,0.0633789,0.0,0.0633789,0.0633789,10,7.224719895935548
-1.5,0.0,0.0,0.10036799999999999,1.3877787807814457e-17,0.100368,0.100368,10,7.224719895935548
-1.0,0.0,0.0,0.155362,0.0,0.155362,0.155362,10,7.224719895935548
-0.5,0.0,0.0,0.232697,0.0,0.232697,0.232697,10,7.224719895935548
0.0,0.0,0.0,0.333333,0.0,0.333333,0.333333,10,7.224719895935548
0.5,0.0,0.0,0.45186300000000007,5.551115123125783e-17,0.451863,0.451863,10,7.224719895935548
1.0,0.0,0.0,0.576117,0.0,0.576117,0.576117,10,7.224719895935548
1.5,0.0,0.0,0.691438,0.0,0.691438,0.691438,10,7.224719895935548
2.0,0.0,0.0,0.786986,0.0,0.786986,0.786986,10,7.224719895935548
2.5,0.0,0.0,0.858981,0.0,0.858981,0.858981,10,7.224719895935548
3.0,0.0,0.0,0.9094429999999999,1.1102230246251565e-16,0.909443,0.909443,10,7.224719895935548
3.5,0.0,0.0,0.943045,0.0,0.943045,0.943045,10,7.224719895935548
4.0,0.0,0.0,0.964663,0.0,0.964663,0.964663,10,7.224719895935548
4.5,0.0,0.0,0.978265,0.0,0.978265,0.978265,10,7.224719895935548
5.0,0.0,0.0,0.986703,0.0,0.986703,0.986703,10,7.224719895935548
5.5,0.0,0.0,0.9918929999999999,1.1102230246251565e-16,0.991893,0.991893,10,7.224719895935548
6.0,0.0,0.0,0.995067,0.0,0.995067,0.995067,10,7.224719895935548
6.5,0.0,0.0,0.9970019999999999,1.1102230246251565e-16,0.997002,0.997002,10,7.224719895935548
7.0,0.0,0.0,0.9981798,3.9999999996709333e-07,0.998179,0.99818,10,6.3971487855809865
7.5,0.0,0.0,0.9988949999999999,1.1102230246251565e-16,0.998895,0.998895,10,7.224719895935548
8.0,0.0,0.0,0.9993297,4.582575695087615e-07,0.999329,0.99933,10,6.338599147421003
8.5,0.0,0.0,0.9995930000000002,2.220446049250313e-16,0.999593,0.999593,10,7.224719895935548
9.0,0.0,0.0,0.9997529999999999,1.1102230246251565e-16,0.999753,0.999753,10,7.224719895935548
9.5,0.0,0.0,0.99985,0.0,0.99985,0.99985,10,7.224719895935548
10.0,0.0,0.0,0.999909,0.0,0.999909,0.999909,10,7.224719895935548
